timestamp,tps,rtps,wtps,bread/s,bwrtn/s
2018-06-18 20:32:02 UTC,3.62,0.0,3.62,0.0,29.34
2018-06-18 20:33:02 UTC,3.07,0.0,3.07,0.0,24.67
2018-06-18 20:34:02 UTC,3.23,0.0,3.23,0.0,26.27
2018-06-18 20:35:02 UTC,2.55,0.02,2.53,0.13,20.54
2018-06-18 20:36:02 UTC,3.78,0.0,3.78,0.0,30.53
2018-06-18 20:37:02 UTC,3.22,0.13,3.08,2.8,25.06
2018-06-18 20:38:02 UTC,2.73,0.0,2.73,0.0,24.41
2018-06-18 20:39:02 UTC,3.08,0.0,3.08,0.0,24.95
2018-06-18 20:40:02 UTC,3.13,0.03,3.1,0.4,25.06
2018-06-18 20:41:02 UTC,3.45,0.0,3.45,0.0,28.13
2018-06-18 20:42:02 UTC,3.08,0.0,3.08,0.0,24.93
2018-06-18 20:43:02 UTC,2.73,0.0,2.73,0.0,23.33
2018-06-18 20:44:02 UTC,4.79,1.67,3.12,34.02,25.08
2018-06-18 20:45:02 UTC,2.94,0.0,2.94,0.0,23.88
2018-06-18 20:46:02 UTC,3.41,0.0,3.41,0.0,27.71
2018-06-18 20:47:02 UTC,2.4,0.0,2.4,0.0,21.08
2018-06-18 20:48:02 UTC,3.42,0.0,3.42,0.0,27.59
2018-06-18 20:49:02 UTC,2.87,0.0,2.87,0.0,23.61
2018-06-18 20:50:02 UTC,3.62,0.32,3.3,5.47,30.26
2018-06-18 20:51:02 UTC,3.28,0.0,3.28,0.0,26.67
2018-06-18 20:52:02 UTC,3.1,0.0,3.1,0.0,25.2
2018-06-18 20:53:02 UTC,2.7,0.0,2.7,0.0,23.74
2018-06-18 20:54:02 UTC,2.92,0.0,2.92,0.0,23.73
2018-06-18 20:55:02 UTC,3.02,0.03,2.98,0.53,24.4
2018-06-18 20:56:02 UTC,3.3,0.0,3.3,0.0,26.52
2018-06-18 20:57:02 UTC,2.95,0.0,2.95,0.0,24.15
2018-06-18 20:58:02 UTC,3.68,0.35,3.33,10.8,29.33
2018-06-18 20:59:02 UTC,3.08,0.0,3.08,0.0,26.94
2018-06-18 21:00:02 UTC,9.32,2.83,6.48,138.42,71.61
2018-06-18 21:01:02 UTC,4.1,0.0,4.1,0.0,33.31
2018-06-18 21:02:02 UTC,3.48,0.0,3.48,0.0,31.59
2018-06-18 21:03:02 UTC,4.93,0.75,4.18,22.13,45.33
2018-06-18 21:04:02 UTC,2.63,0.0,2.63,0.0,21.34
2018-06-18 21:05:02 UTC,3.85,0.55,3.3,11.74,26.94
2018-06-18 21:06:02 UTC,3.13,0.0,3.13,0.0,25.34
2018-06-18 21:07:02 UTC,2.88,0.0,2.88,0.0,23.06
2018-06-18 21:08:02 UTC,2.99,0.0,2.99,0.0,24.57
2018-06-18 21:09:02 UTC,3.02,0.0,3.02,0.0,24.26
2018-06-18 21:10:02 UTC,3.48,0.05,3.43,0.8,28.4
2018-06-18 21:11:02 UTC,3.08,0.0,3.08,0.0,26.53
2018-06-18 21:12:02 UTC,3.05,0.0,3.05,0.0,24.69
2018-06-18 21:13:02 UTC,2.91,0.0,2.91,0.0,23.57
2018-06-18 21:14:02 UTC,3.03,0.0,3.03,0.0,24.41
2018-06-18 21:15:02 UTC,3.05,0.02,3.03,0.13,24.67
2018-06-18 21:16:02 UTC,3.33,0.0,3.33,0.0,27.34
2018-06-18 21:17:02 UTC,2.92,0.0,2.92,0.0,23.35
2018-06-18 21:18:02 UTC,3.97,0.0,3.97,0.0,32.79
2018-06-18 21:19:02 UTC,3.95,0.28,3.66,2.93,32.65
2018-06-18 21:20:02 UTC,3.2,0.0,3.2,0.0,25.87
2018-06-18 21:21:02 UTC,3.4,0.0,3.4,0.0,27.73
2018-06-18 21:22:02 UTC,3.44,0.0,3.44,0.0,27.89
2018-06-18 21:23:02 UTC,2.25,0.0,2.25,0.0,20.39
2018-06-18 21:24:02 UTC,3.15,0.0,3.15,0.0,25.76
2018-06-18 21:25:02 UTC,15.97,8.09,7.88,232.74,62.61
2018-06-18 21:26:02 UTC,3.33,0.0,3.33,0.0,27.08
2018-06-18 21:27:02 UTC,3.1,0.0,3.1,0.0,25.48
2018-06-18 21:28:02 UTC,2.92,0.0,2.92,0.0,25.33
2018-06-18 21:29:02 UTC,3.1,0.0,3.1,0.0,25.08
2018-06-18 21:30:02 UTC,8.33,4.18,4.15,111.58,35.06
2018-06-18 21:31:02 UTC,3.43,0.03,3.4,0.27,28.14
2018-06-18 21:32:02 UTC,3.67,0.0,3.67,0.0,30.0
2018-06-18 21:33:02 UTC,2.82,0.0,2.82,0.0,22.66
2018-06-18 21:34:02 UTC,3.2,0.0,3.2,0.0,26.27
2018-06-18 21:35:02 UTC,2.72,0.0,2.72,0.0,21.88
2018-06-18 21:36:02 UTC,3.52,0.0,3.52,0.0,28.53
2018-06-18 21:37:02 UTC,2.68,0.0,2.68,0.0,21.73
2018-06-18 21:38:02 UTC,3.17,0.0,3.17,0.0,26.16
2018-06-18 21:39:02 UTC,3.03,0.0,3.03,0.0,24.8
2018-06-18 21:40:02 UTC,8.55,4.93,3.61,116.08,29.19
2018-06-18 21:41:02 UTC,362.64,348.14,14.49,7938.96,1030.02
2018-06-18 21:42:02 UTC,2.65,0.0,2.65,0.0,22.79
2018-06-18 21:43:02 UTC,3.17,0.0,3.17,0.0,25.73
2018-06-18 21:44:02 UTC,3.04,0.07,2.97,0.93,25.88
2018-06-18 21:45:02 UTC,3.39,0.55,2.83,18.14,23.21
2018-06-18 21:46:02 UTC,7.08,1.73,5.35,104.51,44.94
2018-06-18 21:47:02 UTC,9.13,5.07,4.05,127.89,59.66
2018-06-18 21:48:02 UTC,27.11,15.63,11.49,1000.1,109.78
2018-06-18 21:49:02 UTC,11.88,2.37,9.51,105.68,89.74
2018-06-18 21:50:02 UTC,35.78,25.04,10.74,637.02,123.53
2018-06-18 21:51:02 UTC,4.14,0.79,3.34,27.4,27.14
2018-06-18 21:52:02 UTC,3.35,0.45,2.9,14.85,24.01
2018-06-18 21:53:02 UTC,8.12,3.89,4.23,107.76,36.62
2018-06-18 21:54:02 UTC,5.85,3.03,2.82,104.56,24.65
2018-06-18 21:55:02 UTC,35.65,25.22,10.43,1037.84,94.13
2018-06-18 21:56:02 UTC,11.92,6.87,5.05,170.27,49.09
2018-06-18 21:57:02 UTC,3.05,0.35,2.7,14.65,22.91
2018-06-18 21:58:02 UTC,3.24,0.0,3.24,0.0,26.69
2018-06-18 21:59:02 UTC,3.25,0.02,3.24,0.13,26.69
2018-06-18 22:00:02 UTC,5.51,1.92,3.6,31.45,29.18
2018-06-18 22:01:02 UTC,3.33,0.0,3.33,0.0,26.94
2018-06-18 22:02:02 UTC,2.92,0.0,2.92,0.0,23.73
2018-06-18 22:03:02 UTC,2.95,0.0,2.95,0.0,24.02
2018-06-18 22:04:02 UTC,2.97,0.0,2.97,0.0,25.86
2018-06-18 22:05:02 UTC,2.93,0.02,2.92,0.13,23.74
2018-06-18 22:06:02 UTC,3.55,0.0,3.55,0.0,28.68
2018-06-18 22:07:02 UTC,2.9,0.02,2.88,0.13,23.45
2018-06-18 22:08:02 UTC,3.03,0.0,3.03,0.0,26.14
2018-06-18 22:09:02 UTC,12.15,7.89,4.27,259.42,38.01
2018-06-18 22:10:02 UTC,5.76,0.98,4.78,13.32,72.34
2018-06-18 22:11:02 UTC,12.93,6.11,6.82,98.08,60.19
2018-06-18 22:12:02 UTC,26.76,18.4,8.36,344.49,83.44
2018-06-18 22:13:02 UTC,52.28,43.2,9.09,1116.98,86.2
2018-06-18 22:14:02 UTC,9.08,5.68,3.4,132.31,297.6
2018-06-18 22:15:02 UTC,8.76,5.44,3.32,162.86,28.82
2018-06-18 22:16:02 UTC,12.63,8.46,4.17,204.58,54.67
2018-06-18 22:17:02 UTC,24.08,20.23,3.85,780.74,31.75
2018-06-18 22:18:02 UTC,18.87,14.71,4.17,884.18,40.63
2018-06-18 22:19:02 UTC,8.59,5.51,3.09,168.15,28.93
2018-06-18 22:20:02 UTC,4.12,0.48,3.64,14.28,31.77
2018-06-18 22:21:02 UTC,2.73,0.0,2.73,0.0,23.94
2018-06-18 22:22:02 UTC,3.18,0.0,3.18,0.0,26.12
2018-06-18 22:23:02 UTC,3.07,0.0,3.07,0.0,24.93
2018-06-18 22:24:02 UTC,3.05,0.0,3.05,0.0,24.94
2018-06-18 22:25:02 UTC,3.16,0.0,3.16,0.0,25.84
2018-06-18 22:26:02 UTC,3.37,0.0,3.37,0.0,27.46
2018-06-18 22:27:02 UTC,3.1,0.0,3.1,0.0,25.22
2018-06-18 22:28:02 UTC,3.98,0.42,3.57,10.94,28.8
2018-06-18 22:29:02 UTC,2.95,0.0,2.95,0.0,25.72
2018-06-18 22:30:02 UTC,4.62,0.7,3.92,14.13,35.73
2018-06-18 22:31:02 UTC,8.84,5.22,3.62,206.87,29.74
2018-06-18 22:32:02 UTC,3.45,0.0,3.45,0.0,27.99
2018-06-18 22:33:02 UTC,6.17,3.55,2.62,290.93,23.33
2018-06-18 22:34:02 UTC,3.02,0.0,3.02,0.0,24.27
2018-06-18 22:35:02 UTC,3.28,0.0,3.28,0.0,26.91
2018-06-18 22:36:02 UTC,3.12,0.0,3.12,0.0,26.94
2018-06-18 22:37:02 UTC,3.58,0.13,3.45,2.8,27.86
2018-06-18 22:38:02 UTC,2.52,0.0,2.52,0.0,20.4
2018-06-18 22:39:02 UTC,3.07,0.0,3.07,0.0,27.33
2018-06-18 22:40:02 UTC,3.62,0.32,3.3,10.54,28.82
2018-06-18 22:41:02 UTC,3.1,0.0,3.1,0.0,27.06
2018-06-18 22:42:02 UTC,3.32,0.0,3.32,0.0,27.1
2018-06-18 22:43:02 UTC,2.68,0.0,2.68,0.0,23.59
2018-06-18 22:44:02 UTC,6.29,2.98,3.31,56.49,26.78
2018-06-18 22:45:02 UTC,2.67,0.0,2.67,0.0,23.47
2018-06-18 22:46:02 UTC,3.45,0.0,3.45,0.0,28.16
2018-06-18 22:47:02 UTC,3.1,0.0,3.1,0.0,24.91
2018-06-18 22:48:02 UTC,2.95,0.0,2.95,0.0,23.86
2018-06-18 22:49:02 UTC,2.99,0.0,2.99,0.0,26.15
2018-06-18 22:50:02 UTC,3.15,0.0,3.15,0.0,25.46
2018-06-18 22:51:02 UTC,3.23,0.0,3.23,0.0,26.26
2018-06-18 22:52:02 UTC,3.07,0.0,3.07,0.0,24.55
2018-06-18 22:53:02 UTC,2.96,0.0,2.96,0.0,23.97
2018-06-18 22:54:02 UTC,3.12,0.0,3.12,0.0,27.34
2018-06-18 22:55:02 UTC,2.82,0.0,2.82,0.0,22.93
2018-06-18 22:56:02 UTC,3.45,0.0,3.45,0.0,28.54
2018-06-18 22:57:02 UTC,3.02,0.0,3.02,0.0,26.67
2018-06-18 22:58:02 UTC,3.0,0.02,2.98,0.13,23.99
2018-06-18 22:59:02 UTC,3.03,0.0,3.03,0.0,26.15
2018-06-18 23:00:02 UTC,4.33,0.08,4.25,8.13,35.73
2018-06-18 23:01:02 UTC,5.22,0.65,4.57,19.21,37.49
2018-06-18 23:02:02 UTC,2.88,0.0,2.88,0.0,23.32
2018-06-18 23:03:02 UTC,3.2,0.0,3.2,0.0,25.86
2018-06-18 23:04:02 UTC,2.94,0.0,2.94,0.0,24.22
2018-06-18 23:05:02 UTC,4.96,0.46,4.5,11.0,61.55
2018-06-18 23:06:02 UTC,9.64,3.34,6.29,117.01,55.57
2018-06-18 23:07:02 UTC,17.16,9.34,7.82,759.71,75.02
2018-06-18 23:08:02 UTC,12.75,3.18,9.57,93.95,88.52
2018-06-18 23:09:02 UTC,25.64,21.71,3.94,678.16,102.97
2018-06-18 23:10:02 UTC,8.7,5.38,3.32,170.35,26.94
2018-06-18 23:11:02 UTC,4.08,1.09,2.99,14.2,24.15
2018-06-18 23:12:02 UTC,12.39,8.56,3.83,498.88,38.33
2018-06-18 23:13:02 UTC,8.87,4.84,4.02,186.14,32.45
2018-06-18 23:14:02 UTC,33.92,29.1,4.82,1337.48,41.37
2018-06-18 23:15:02 UTC,3.97,1.02,2.95,31.73,42.13
2018-06-18 23:16:02 UTC,9.24,1.87,7.36,42.34,75.35
2018-06-18 23:17:02 UTC,18.82,9.55,9.26,261.91,83.9
2018-06-18 23:18:02 UTC,22.17,13.43,8.74,448.23,72.55
2018-06-18 23:19:02 UTC,18.52,9.82,8.7,530.73,78.47
2018-06-18 23:20:02 UTC,42.71,32.38,10.33,967.95,95.73
2018-06-18 23:21:02 UTC,15.98,12.27,3.71,677.69,31.37
2018-06-18 23:22:02 UTC,8.35,4.33,4.02,114.51,33.73
2018-06-18 23:23:02 UTC,8.84,4.22,4.62,108.74,40.76
2018-06-18 23:24:02 UTC,17.86,13.41,4.46,478.5,50.91
2018-06-18 23:25:02 UTC,26.02,19.86,6.16,938.84,75.03
2018-06-18 23:26:02 UTC,21.91,14.79,7.12,574.36,75.08
2018-06-18 23:27:02 UTC,16.4,7.1,9.3,150.02,80.25
2018-06-18 23:28:02 UTC,28.49,19.48,9.01,854.21,82.1
2018-06-18 23:29:02 UTC,26.8,20.35,6.45,492.4,55.94
2018-06-18 23:30:02 UTC,27.29,21.2,6.09,683.01,51.41
2018-06-18 23:31:02 UTC,18.37,12.84,5.53,717.03,57.84
2018-06-18 23:32:02 UTC,11.05,5.58,5.47,213.13,47.28
2018-06-18 23:33:02 UTC,15.21,8.34,6.87,199.31,57.32
2018-06-18 23:34:02 UTC,21.6,11.71,9.89,358.84,89.05
2018-06-18 23:35:02 UTC,14.32,8.76,5.56,218.54,62.82
2018-06-18 23:36:02 UTC,19.81,14.2,5.61,437.59,53.72
2018-06-18 23:37:02 UTC,17.25,10.41,6.85,895.95,64.58
2018-06-18 23:38:02 UTC,10.2,1.42,8.78,66.91,72.47
2018-06-18 23:39:02 UTC,22.83,18.34,4.49,533.16,46.45
2018-06-18 23:40:02 UTC,12.91,8.02,4.89,202.4,58.72
2018-06-18 23:41:02 UTC,14.63,9.08,5.56,504.04,47.07
2018-06-18 23:42:02 UTC,18.29,11.3,7.0,299.17,75.69
2018-06-18 23:43:02 UTC,8.93,0.07,8.86,2.36,85.29
2018-06-18 23:44:02 UTC,35.89,28.96,6.93,1187.4,69.36
2018-06-18 23:45:02 UTC,36.41,28.14,8.27,687.57,73.09
2018-06-18 23:46:02 UTC,9.52,1.23,8.28,32.35,72.45
2018-06-18 23:47:02 UTC,13.96,10.2,3.76,280.62,36.7
2018-06-18 23:48:02 UTC,9.0,5.28,3.72,178.39,34.73
2018-06-18 23:49:02 UTC,10.57,7.17,3.4,200.89,28.81
2018-06-18 23:50:02 UTC,15.8,11.69,4.11,598.58,35.4
2018-06-18 23:51:02 UTC,12.0,8.03,3.97,263.05,35.43
2018-06-18 23:52:02 UTC,14.82,11.35,3.46,323.42,29.04
2018-06-18 23:53:02 UTC,3.68,0.58,3.09,12.51,27.55
2018-06-18 23:54:02 UTC,3.13,0.02,3.12,0.13,31.74
2018-06-18 23:55:02 UTC,4.64,1.49,3.15,19.02,25.45
2018-06-18 23:56:02 UTC,5.96,1.4,4.56,27.77,63.75
2018-06-18 23:57:02 UTC,6.65,1.07,5.58,14.96,52.03
2018-06-18 23:58:02 UTC,20.2,11.58,8.62,877.95,86.67
2018-06-18 23:59:02 UTC,8.99,0.38,8.61,37.49,77.38
2018-06-19 00:00:02 UTC,39.38,28.76,10.63,852.33,99.49
2018-06-19 00:01:02 UTC,21.8,13.58,8.22,273.83,77.52
2018-06-19 00:02:02 UTC,8.16,5.36,2.8,231.97,22.91
2018-06-19 00:03:02 UTC,11.99,8.4,3.6,504.9,29.44
2018-06-19 00:04:02 UTC,9.69,6.02,3.67,237.79,31.07
2018-06-19 00:05:02 UTC,28.37,24.33,4.04,1328.16,38.01
2018-06-19 00:06:02 UTC,8.95,5.06,3.89,151.71,32.41
2018-06-19 00:07:02 UTC,10.84,6.75,4.09,232.26,37.33
2018-06-19 00:08:02 UTC,9.34,3.73,5.6,72.58,60.02
2018-06-19 00:09:02 UTC,22.51,16.16,6.36,754.84,61.18
2018-06-19 00:10:02 UTC,15.23,5.41,9.82,149.87,79.76
2018-06-19 00:11:02 UTC,25.56,22.07,3.49,782.97,30.86
2018-06-19 00:12:02 UTC,4.5,1.15,3.35,46.77,27.24
2018-06-19 00:13:02 UTC,13.18,10.05,3.13,529.56,25.7
2018-06-19 00:14:02 UTC,29.23,25.13,4.11,1294.2,34.04
2018-06-19 00:15:02 UTC,12.95,9.5,3.45,285.39,28.42
2018-06-19 00:16:02 UTC,3.23,0.53,2.7,12.39,27.83
2018-06-19 00:17:02 UTC,3.12,0.05,3.07,0.66,25.24
2018-06-19 00:18:02 UTC,3.05,0.0,3.05,0.0,24.94
2018-06-19 00:19:02 UTC,3.1,0.0,3.1,0.0,26.67
2018-06-19 00:20:02 UTC,3.78,0.7,3.08,9.19,24.92
2018-06-19 00:21:02 UTC,3.25,0.0,3.25,0.0,26.54
2018-06-19 00:22:02 UTC,2.75,0.0,2.75,0.0,22.4
2018-06-19 00:23:02 UTC,3.57,0.05,3.52,0.53,28.93
2018-06-19 00:24:02 UTC,2.9,0.02,2.88,0.13,23.74
2018-06-19 00:25:02 UTC,3.47,0.15,3.32,1.2,26.93
2018-06-19 00:26:02 UTC,2.56,0.02,2.55,0.13,26.52
2018-06-19 00:27:02 UTC,3.32,0.0,3.32,0.0,27.34
2018-06-19 00:28:02 UTC,2.65,0.0,2.65,0.0,22.4
2018-06-19 00:29:02 UTC,3.03,0.0,3.03,0.0,24.93
2018-06-19 00:30:02 UTC,9.33,4.32,5.02,135.73,41.87
2018-06-19 00:31:02 UTC,8.85,5.45,3.4,229.66,27.86
2018-06-19 00:32:02 UTC,3.55,0.02,3.53,0.13,29.34
2018-06-19 00:33:02 UTC,2.73,0.0,2.73,0.0,22.14
2018-06-19 00:34:02 UTC,3.18,0.0,3.18,0.0,25.73
2018-06-19 00:35:02 UTC,2.78,0.0,2.78,0.0,22.66
2018-06-19 00:36:02 UTC,3.4,0.0,3.4,0.0,27.6
2018-06-19 00:37:02 UTC,2.8,0.13,2.67,2.8,23.33
2018-06-19 00:38:02 UTC,3.33,0.0,3.33,0.0,27.07
2018-06-19 00:39:02 UTC,2.77,0.0,2.77,0.0,24.4
2018-06-19 00:40:02 UTC,3.38,0.0,3.38,0.0,27.2
2018-06-19 00:41:02 UTC,3.18,0.02,3.17,0.13,25.6
2018-06-19 00:42:02 UTC,3.3,0.0,3.3,0.0,26.8
2018-06-19 00:43:02 UTC,3.03,0.0,3.03,0.0,24.93
2018-06-19 00:44:02 UTC,4.98,1.93,3.05,49.88,24.81
2018-06-19 00:45:02 UTC,2.93,0.0,2.93,0.0,27.2
2018-06-19 00:46:02 UTC,3.13,0.0,3.13,0.0,25.87
2018-06-19 00:47:02 UTC,3.07,0.0,3.07,0.0,25.07
2018-06-19 00:48:02 UTC,2.92,0.0,2.92,0.0,23.73
2018-06-19 00:49:02 UTC,3.23,0.0,3.23,0.0,28.27
2018-06-19 00:50:02 UTC,3.25,0.13,3.12,1.6,26.14
2018-06-19 00:51:02 UTC,3.03,0.0,3.03,0.0,24.4
2018-06-19 00:52:02 UTC,2.7,0.0,2.7,0.0,26.0
2018-06-19 00:53:02 UTC,3.18,0.13,3.05,3.46,24.92
2018-06-19 00:54:02 UTC,7.51,3.22,4.29,118.85,35.68
2018-06-19 00:55:02 UTC,3.59,0.11,3.47,1.43,55.03
2018-06-19 00:56:02 UTC,13.66,5.72,7.94,156.1,65.26
2018-06-19 00:57:02 UTC,21.61,13.57,8.04,682.83,89.3
2018-06-19 00:58:02 UTC,32.09,25.63,6.45,721.42,55.09
2018-06-19 00:59:02 UTC,9.16,5.5,3.67,247.85,31.08
2018-06-19 01:00:02 UTC,7.1,4.27,2.83,145.41,25.96
2018-06-19 01:01:02 UTC,3.03,0.05,2.98,0.4,25.95
2018-06-19 01:02:02 UTC,18.18,12.83,5.36,697.0,51.43
2018-06-19 01:03:02 UTC,25.49,21.24,4.25,1075.52,34.52
2018-06-19 01:04:02 UTC,11.16,7.1,4.06,241.76,33.31
2018-06-19 01:05:02 UTC,8.85,6.19,2.66,202.09,28.81
2018-06-19 01:06:02 UTC,3.47,0.05,3.42,0.53,28.02
2018-06-19 01:07:02 UTC,2.73,0.0,2.73,0.0,24.09
2018-06-19 01:08:02 UTC,3.38,0.0,3.38,0.0,27.6
2018-06-19 01:09:02 UTC,2.67,0.0,2.67,0.0,22.94
2018-06-19 01:10:02 UTC,3.53,0.1,3.43,0.93,28.92
2018-06-19 01:11:02 UTC,2.78,0.0,2.78,0.0,24.95
2018-06-19 01:12:02 UTC,3.08,0.0,3.08,0.0,24.79
2018-06-19 01:13:02 UTC,2.72,0.0,2.72,0.0,24.02
2018-06-19 01:14:02 UTC,3.3,0.02,3.28,0.13,26.92
2018-06-19 01:15:02 UTC,2.72,0.02,2.7,0.13,21.86
2018-06-19 01:16:02 UTC,3.8,0.0,3.8,0.0,30.94
2018-06-19 01:17:02 UTC,2.82,0.02,2.8,0.13,23.07
2018-06-19 01:18:02 UTC,3.0,0.0,3.0,0.0,24.27
2018-06-19 01:19:02 UTC,2.9,0.0,2.9,0.0,25.07
2018-06-19 01:20:02 UTC,3.33,0.03,3.3,0.27,27.2
2018-06-19 01:21:02 UTC,2.97,0.0,2.97,0.0,25.47
2018-06-19 01:22:02 UTC,3.2,0.0,3.2,0.0,28.67
2018-06-19 01:23:02 UTC,2.98,0.0,2.98,0.0,24.51
2018-06-19 01:24:02 UTC,3.15,0.0,3.15,0.0,25.87
2018-06-19 01:25:02 UTC,2.68,0.02,2.67,0.13,23.33
2018-06-19 01:26:02 UTC,3.48,0.0,3.48,0.0,28.54
2018-06-19 01:27:02 UTC,3.03,0.0,3.03,0.0,24.81
2018-06-19 01:28:02 UTC,4.02,0.25,3.77,2.8,31.34
2018-06-19 01:29:02 UTC,2.73,0.0,2.73,0.0,22.4
2018-06-19 01:30:02 UTC,12.65,6.67,5.98,238.23,56.79
2018-06-19 01:31:02 UTC,9.55,4.75,4.8,232.44,41.34
2018-06-19 01:32:02 UTC,3.7,0.78,2.92,122.31,23.47
2018-06-19 01:33:02 UTC,3.3,0.0,3.3,0.0,27.07
2018-06-19 01:34:02 UTC,4.22,0.38,3.83,33.07,31.73
2018-06-19 01:35:02 UTC,2.88,0.0,2.88,0.0,24.67
2018-06-19 01:36:02 UTC,3.15,0.0,3.15,0.0,25.87
2018-06-19 01:37:02 UTC,3.28,0.2,3.08,3.33,25.33
2018-06-19 01:38:02 UTC,2.93,0.07,2.87,0.67,23.47
2018-06-19 01:39:02 UTC,3.25,0.0,3.25,0.0,26.67
2018-06-19 01:40:02 UTC,3.18,0.02,3.17,0.13,25.88
2018-06-19 01:41:02 UTC,3.22,0.02,3.2,0.13,27.07
2018-06-19 01:42:02 UTC,3.13,0.0,3.13,0.0,25.46
2018-06-19 01:43:02 UTC,2.68,0.0,2.68,0.0,21.87
2018-06-19 01:44:02 UTC,4.25,1.05,3.2,18.14,26.54
2018-06-19 01:45:02 UTC,3.13,0.18,2.95,3.2,24.27
2018-06-19 01:46:02 UTC,3.8,0.03,3.77,4.8,32.81
2018-06-19 01:47:02 UTC,3.2,0.0,3.2,0.0,26.13
2018-06-19 01:48:02 UTC,2.82,0.0,2.82,0.0,24.27
2018-06-19 01:49:02 UTC,2.97,0.0,2.97,0.0,24.0
2018-06-19 01:50:02 UTC,3.07,0.07,3.0,0.67,28.53
2018-06-19 01:51:02 UTC,3.18,0.0,3.18,0.0,27.47
2018-06-19 01:52:02 UTC,3.01,0.0,3.01,0.0,24.46
2018-06-19 01:53:02 UTC,3.03,0.0,3.03,0.0,24.88
2018-06-19 01:54:02 UTC,2.95,0.0,2.95,0.0,24.13
2018-06-19 01:55:02 UTC,2.82,0.23,2.58,4.53,23.07
2018-06-19 01:56:02 UTC,3.42,0.0,3.42,0.0,27.9
2018-06-19 01:57:02 UTC,2.9,0.0,2.9,0.0,23.58
2018-06-19 01:58:02 UTC,3.09,0.0,3.09,0.0,25.23
2018-06-19 01:59:02 UTC,2.83,0.0,2.83,0.0,23.05
2018-06-19 02:00:02 UTC,4.55,0.23,4.32,4.54,35.76
2018-06-19 02:01:02 UTC,3.21,0.0,3.21,0.0,27.7
2018-06-19 02:02:02 UTC,2.93,0.0,2.93,0.0,23.6
2018-06-19 02:03:02 UTC,2.88,0.0,2.88,0.0,23.33
2018-06-19 02:04:02 UTC,3.38,0.0,3.38,0.0,28.0
2018-06-19 02:05:02 UTC,2.88,0.0,2.88,0.0,26.68
2018-06-19 02:06:02 UTC,3.43,0.0,3.43,0.0,27.6
2018-06-19 02:07:02 UTC,2.8,0.0,2.8,0.0,25.2
2018-06-19 02:08:02 UTC,3.38,0.25,3.13,20.26,25.72
2018-06-19 02:09:02 UTC,9.76,5.84,3.92,232.98,40.32
2018-06-19 02:10:02 UTC,3.43,0.08,3.35,2.0,27.98
2018-06-19 02:11:02 UTC,3.46,0.0,3.46,0.0,29.04
2018-06-19 02:12:02 UTC,3.03,0.0,3.03,0.0,24.4
2018-06-19 02:13:02 UTC,2.87,0.0,2.87,0.0,23.48
2018-06-19 02:14:02 UTC,3.25,0.0,3.25,0.0,28.5
2018-06-19 02:15:02 UTC,2.88,0.02,2.87,0.13,23.2
2018-06-19 02:16:02 UTC,3.47,0.0,3.47,0.0,28.45
2018-06-19 02:17:02 UTC,2.78,0.0,2.78,0.0,22.66
2018-06-19 02:18:02 UTC,3.33,0.0,3.33,0.0,27.46
2018-06-19 02:19:02 UTC,2.83,0.02,2.82,0.13,23.07
2018-06-19 02:20:02 UTC,4.93,1.65,3.28,45.81,28.23
2018-06-19 02:21:02 UTC,3.33,0.0,3.33,0.0,27.07
2018-06-19 02:22:02 UTC,3.07,0.0,3.07,0.0,25.1
2018-06-19 02:23:02 UTC,2.9,0.0,2.9,0.0,26.23
2018-06-19 02:24:02 UTC,3.13,0.0,3.13,0.0,25.88
2018-06-19 02:25:02 UTC,4.13,1.57,2.57,48.91,22.66
2018-06-19 02:26:02 UTC,3.53,0.0,3.53,0.0,28.8
2018-06-19 02:27:02 UTC,2.92,0.0,2.92,0.0,23.75
2018-06-19 02:28:02 UTC,3.22,0.05,3.17,0.67,25.99
2018-06-19 02:29:02 UTC,2.94,0.0,2.94,0.0,24.02
2018-06-19 02:30:02 UTC,5.08,1.27,3.81,17.45,31.43
2018-06-19 02:31:02 UTC,4.0,0.6,3.4,11.87,28.28
2018-06-19 02:32:02 UTC,3.2,0.0,3.2,0.0,26.02
2018-06-19 02:33:02 UTC,12.65,5.0,7.65,188.33,61.22
2018-06-19 02:34:02 UTC,3.43,0.0,3.43,0.0,28.51
2018-06-19 02:35:02 UTC,2.92,0.02,2.9,0.27,23.6
2018-06-19 02:36:02 UTC,3.47,0.0,3.47,0.0,28.01
2018-06-19 02:37:02 UTC,2.85,0.0,2.85,0.0,24.66
2018-06-19 02:38:02 UTC,3.35,0.0,3.35,0.0,27.74
2018-06-19 02:39:02 UTC,2.32,0.0,2.32,0.0,20.8
2018-06-19 02:40:02 UTC,3.47,0.13,3.34,2.8,28.3
2018-06-19 02:41:02 UTC,3.0,0.0,3.0,0.0,27.29
2018-06-19 02:42:02 UTC,3.05,0.0,3.05,0.0,24.56
2018-06-19 02:43:02 UTC,2.85,0.0,2.85,0.0,25.2
2018-06-19 02:44:02 UTC,3.72,0.62,3.1,5.6,25.19
2018-06-19 02:45:02 UTC,2.87,0.02,2.85,0.13,23.49
2018-06-19 02:46:02 UTC,4.73,1.55,3.18,93.55,27.32
2018-06-19 02:47:02 UTC,2.63,0.0,2.63,0.0,24.93
2018-06-19 02:48:02 UTC,3.09,0.0,3.09,0.0,24.95
